,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
2270,200,94,110,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,14,Gasoline,21,Automatic transmission,2009 BMW 750Li Sedan,BMW,2009 BMW 7 Series,2009,400,450
2271,200,94,110,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 BMW 750Li xDrive Sedan,BMW,2010 BMW 7 Series,2010,400,450
2272,200,210,110,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 BMW 750i xDrive Sedan,BMW,2010 BMW 7 Series,2010,400,450
2273,200,94,110,Rear-wheel drive,BMW 6.0L 12 cylinder 535hp 550 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2010 BMW 760Li Sedan,BMW,2010 BMW 7 Series,2010,535,550
2274,200,94,110,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,14,Gasoline,21,Automatic transmission,2010 BMW 750Li Sedan,BMW,2010 BMW 7 Series,2010,400,450
2275,200,210,110,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2010 BMW 750i Sedan,BMW,2010 BMW 7 Series,2010,400,450
2276,148,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2010 Chevrolet Equinox LS,Chevrolet,2010 Chevrolet Equinox,2010,182,172
2277,148,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2010 Chevrolet Equinox LS AWD,Chevrolet,2010 Chevrolet Equinox,2010,182,172
2278,224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2010 Chevrolet Equinox 1LT,Chevrolet,2010 Chevrolet Equinox,2010,182,172
2279,224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2010 Chevrolet Equinox 2LT,Chevrolet,2010 Chevrolet Equinox,2010,182,172
2280,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2010 Chevrolet Equinox 2LT AWD,Chevrolet,2010 Chevrolet Equinox,2010,182,172
2281,224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2010 Chevrolet Equinox LTZ,Chevrolet,2010 Chevrolet Equinox,2010,182,172
2282,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2010 Chevrolet Equinox LTZ AWD,Chevrolet,2010 Chevrolet Equinox,2010,182,172
2283,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2010 Chevrolet Equinox 1LT AWD,Chevrolet,2010 Chevrolet Equinox,2010,182,172
2284,200,210,110,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2011 BMW 750i xDrive Sedan,BMW,2011 BMW 7 Series,2011,400,450
2285,200,94,110,Rear-wheel drive,BMW 6.0L 12 cylinder 535hp 550 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2011 BMW 760Li Sedan,BMW,2011 BMW 7 Series,2011,535,550
2286,200,94,110,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,14,Gasoline,22,Automatic transmission,2011 BMW 750Li Sedan,BMW,2011 BMW 7 Series,2011,400,450
2287,200,94,110,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2011 BMW 750Li xDrive Sedan,BMW,2011 BMW 7 Series,2011,400,450
2288,200,210,110,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 BMW 750i Sedan,BMW,2011 BMW 7 Series,2011,400,450
2289,200,210,110,Rear-wheel drive,BMW 3.0L 6 cylinder 315hp 330 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 BMW 740i Sedan,BMW,2011 BMW 7 Series,2011,315,330
2290,200,94,110,Rear-wheel drive,BMW 3.0L 6 cylinder 315hp 330 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 BMW 740Li Sedan,BMW,2011 BMW 7 Series,2011,315,330
2291,200,94,110,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2011 BMW 750Li xDrive Sedan,Mercedes,2011 BMW 7 Series,2011,400,450
2292,166,23,42,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,True,4,4 Speed Automatic,19,Gasoline,25,Automatic transmission,2010 Dodge Journey SE,Dodge,2010 Dodge Journey,2010,173,166
2293,156,23,42,All-wheel drive,Dodge 3.5L 6 Cylinder 235 hp 232 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,2010 Dodge Journey R/T Fleet AWD,Dodge,2010 Dodge Journey,2010,235,232
2294,156,23,42,All-wheel drive,Dodge 3.5L 6 Cylinder 235 hp 232 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,2010 Dodge Journey R/T AWD,Dodge,2010 Dodge Journey,2010,235,232
2295,156,23,42,All-wheel drive,Dodge 3.5L 6 Cylinder 235 hp 232 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,2010 Dodge Journey SXT AWD,Dodge,2010 Dodge Journey,2010,235,232
2296,156,23,42,Front-wheel drive,Dodge 3.5L 6 Cylinder 235 hp 232 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Dodge Journey R/T Fleet,Dodge,2010 Dodge Journey,2010,235,232
2297,229,23,42,Front-wheel drive,Dodge 3.5L 6 Cylinder 235 hp 232 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Dodge Journey SXT,Dodge,2010 Dodge Journey,2010,235,232
2298,156,23,42,Front-wheel drive,Dodge 3.5L 6 Cylinder 235 hp 232 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Dodge Journey R/T,Dodge,2010 Dodge Journey,2010,235,232
2299,200,210,110,Rear-wheel drive,BMW 4.4L 8 cylinder 455hp 515 ft-lbs Turbo Hybrid,True,8,8 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 BMW ActiveHybrid 750i Sedan,BMW,2011 BMW ActiveHybrid 7 Sedan,2011,455,515
2300,200,94,110,Rear-wheel drive,BMW 4.4L 8 cylinder 455hp 515 ft-lbs Turbo Hybrid,True,8,8 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 BMW ActiveHybrid 750Li Sedan,BMW,2011 BMW ActiveHybrid 7 Sedan,2011,455,515
2301,255,192,65,Rear-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,True,5,5 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2011 Dodge Nitro Detonator,Dodge,2011 Dodge Nitro,2011,260,265
2302,255,192,65,Four-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,True,5,5 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2011 Dodge Nitro Detonator 4X4,Dodge,2011 Dodge Nitro,2011,260,265
2303,255,192,65,Four-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,True,5,5 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2011 Dodge Nitro Shock 4X4,Dodge,2011 Dodge Nitro,2011,260,265
2304,255,192,65,Four-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Dodge Nitro Heat 4X4,Dodge,2011 Dodge Nitro,2011,260,265
2305,255,192,65,Rear-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,True,5,5 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2011 Dodge Nitro Shock,Dodge,2011 Dodge Nitro,2011,260,265
2306,200,210,110,Rear-wheel drive,BMW 4.4L 8 cylinder 455hp 515 ft-lbs Turbo Hybrid,True,8,8 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 BMW ActiveHybrid 750i Sedan,Dodge,2011 BMW ActiveHybrid 7 Sedan,2011,455,515
2307,255,192,65,Four-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Dodge Nitro Heat 4X4,Chevrolet,2011 Dodge Nitro,2012,260,265
2308,213,104,110,All-wheel drive,BMW 4.4L 8 cylinder 500hp 516 ft-lbs Tr-charged,True,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2011 BMW ALPINA B7 LWB xDrive Sedan,BMW,2011 BMW ALPINA B7 Sedan,2011,500,516
2309,213,104,110,Rear-wheel drive,BMW 4.4L 8 cylinder 500hp 516 ft-lbs Tr-charged,True,6,6 Speed Automatic Select Shift,14,Gasoline,22,Automatic transmission,2011 BMW ALPINA B7 LWB Sedan,BMW,2011 BMW ALPINA B7 Sedan,2011,500,516
2310,203,221,110,Rear-wheel drive,BMW 4.4L 8 cylinder 500hp 516 ft-lbs Tr-charged,True,6,6 Speed Automatic Select Shift,14,Gasoline,22,Automatic transmission,2011 BMW ALPINA B7 SWB Sedan,BMW,2011 BMW ALPINA B7 Sedan,2011,500,516
2311,203,221,110,All-wheel drive,BMW 4.4L 8 cylinder 500hp 516 ft-lbs Tr-charged,True,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2011 BMW ALPINA B7 SWB xDrive Sedan,BMW,2011 BMW ALPINA B7 Sedan,2011,500,516
2312,150,6,28,Front-wheel drive,Lexus 3.5L 6 Cylinder 272hp 254 lbs-ft VVT-i,True,6,6 Speed Automatic Select Shift,19,Gasoline,27,Automatic transmission,2010 Lexus ES 350,Lexus,2010 Lexus ES,2010,272,254
2313,239,192,64,Rear-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Dodge Nitro SE Fleet,Dodge,2010 Dodge Nitro,2010,210,235
2314,239,192,64,Rear-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Dodge Nitro Heat,Dodge,2010 Dodge Nitro,2010,210,235
2315,239,192,64,Rear-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,True,5,5 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2010 Dodge Nitro Shock,Dodge,2010 Dodge Nitro,2010,260,265
2316,239,192,64,Four-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Dodge Nitro SXT Fleet 4X4,Dodge,2010 Dodge Nitro,2010,210,235
2317,239,192,64,Rear-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Dodge Nitro SXT Fleet,Dodge,2010 Dodge Nitro,2010,210,235
2318,239,192,64,Four-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Dodge Nitro SE Fleet 4X4,Dodge,2010 Dodge Nitro,2010,210,235
2319,239,192,64,Rear-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,True,5,5 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2010 Dodge Nitro Detonator,Dodge,2010 Dodge Nitro,2010,260,265
2320,239,192,64,Four-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Dodge Nitro Heat 4X4,Dodge,2010 Dodge Nitro,2010,210,235
2321,239,192,64,Four-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,True,5,5 Speed Automatic Select Shift,16,Gasoline,20,Automatic transmission,2010 Dodge Nitro Detonator 4X4,Dodge,2010 Dodge Nitro,2010,260,265
2322,239,192,64,Four-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,True,5,5 Speed Automatic Select Shift,16,Gasoline,20,Automatic transmission,2010 Dodge Nitro Shock 4X4,Dodge,2010 Dodge Nitro,2010,260,265
2323,77,60,219,Rear-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 525 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2012 Chevrolet Express 1500,Chevrolet,2012 Chevrolet Express,2012,195,260
2324,77,60,219,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,True,4,4 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 Chevrolet Express 1500 FFV,Chevrolet,2012 Chevrolet Express,2012,310,334
2325,77,60,219,All-wheel drive,Chevrolet 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,True,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission,2012 Chevrolet Express 1500 FFV AWD,Chevrolet,2012 Chevrolet Express,2012,310,334
2326,111,42,31,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,True,7,7 Speed Automatic,19,Gasoline,27,Automatic transmission,2011 Infiniti G37 Coupe,Infiniti,2011 Infiniti G37 Coupe,2011,330,270
2327,111,42,31,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,True,7,7 Speed Automatic,19,Gasoline,27,Automatic transmission,2011 Infiniti G37 Coupe Journey,Infiniti,2011 Infiniti G37 Coupe,2011,330,270
2328,124,42,31,All-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,True,7,7 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 Infiniti G37x Coupe AWD,Infiniti,2011 Infiniti G37 Coupe,2011,330,270
2329,114,57,31,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,True,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2011 Infiniti G37 Coupe Sport 6MT,Infiniti,2011 Infiniti G37 Coupe,2011,330,270
2330,114,93,31,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 348 hp 276 ft-lbs,True,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2011 Infiniti IPL G Coupe 6MT,Infiniti,2011 Infiniti IPL G Coupe,2011,348,276
2331,148,98,57,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 GMC Terrain SLE-1,GMC,2011 GMC Terrain,2011,182,172
2332,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 GMC Terrain SLE-1 AWD,GMC,2011 GMC Terrain,2011,182,172
2333,148,98,57,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 GMC Terrain SLE-2,GMC,2011 GMC Terrain,2011,182,172
2334,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 GMC Terrain SLE-2 AWD,GMC,2011 GMC Terrain,2011,182,172
2335,148,98,57,Front-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2011 GMC Terrain SLE-2 3.0L,GMC,2011 GMC Terrain,2011,264,222
2336,148,98,57,All-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 GMC Terrain SLE-2 3.0L AWD,GMC,2011 GMC Terrain,2011,264,222
2337,148,98,57,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 GMC Terrain SLT-1,GMC,2011 GMC Terrain,2011,182,172
2338,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 GMC Terrain SLT-1 AWD,GMC,2011 GMC Terrain,2011,182,172
2339,148,98,57,Front-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2011 GMC Terrain SLT-1 3.0L,GMC,2011 GMC Terrain,2011,264,222
2340,148,98,57,All-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 GMC Terrain SLT-1 3.0L AWD,GMC,2011 GMC Terrain,2011,264,222
2341,148,98,57,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 GMC Terrain SLT-2,GMC,2011 GMC Terrain,2011,182,172
2342,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 GMC Terrain SLT-2 AWD,GMC,2011 GMC Terrain,2011,182,172
2344,148,98,57,Front-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 GMC Terrain SLE-2 3.0L,GMC,2011 GMC Terrain,2011,264,222
2345,255,192,65,Rear-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,True,5,5 Speed Automatic,16,Gasoline,21,Automatic transmission,2011 Dodge Nitro Heat 4.0,Dodge,2011 Dodge Nitro,2011,260,265
2346,255,192,65,Four-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,True,5,5 Speed Automatic,16,Gasoline,21,Automatic transmission,2011 Dodge Nitro Heat 4.0 4X4,Dodge,2011 Dodge Nitro,2011,260,265
2347,161,10,214,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission,2011 GMC Yukon SLE,GMC,2011 GMC Yukon,2011,320,335
2348,161,10,214,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 GMC Yukon SLT,GMC,2011 GMC Yukon,2011,320,335
2349,161,10,214,Rear-wheel drive,GMC 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2011 GMC Yukon Denali,GMC,2011 GMC Yukon,2011,403,417
2350,161,10,214,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission,2011 GMC Yukon 4WD SLE,GMC,2011 GMC Yukon,2011,320,335
2351,161,10,214,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission,2011 GMC Yukon 4WD SLT,GMC,2011 GMC Yukon,2011,320,335
2352,161,10,214,All-wheel drive,GMC 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 GMC Yukon AWD Denali,GMC,2011 GMC Yukon,2011,403,417
2353,30,108,16,Rear-wheel drive,Porsche 3.6L 6 cylinder 345 hp 288 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Porsche 911 Carrera Coupe,Porsche,2010 Porsche 911 Coupe,2010,345,288
2354,20,108,16,Rear-wheel drive,Porsche 3.8L 6 cylinder 385 hp 310 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Porsche 911 Carrera S Coupe,Porsche,2010 Porsche 911 Coupe,2010,385,310
2355,20,126,59,All-wheel drive,Porsche 3.8L 6 Cylinder 500 hp 480 ft-lbs Turbo,True,6,6 Speed Manual,16,Gasoline,24,Manual transmission,2010 Porsche 911 Turbo Coupe,Porsche,2010 Porsche 911 Coupe,2010,500,480
2356,30,108,16,All-wheel drive,Porsche 3.6L 6 cylinder 345 hp 288 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Porsche 911 Carrera 4 Coupe,Porsche,2010 Porsche 911 Coupe,2010,345,288
2357,20,108,16,All-wheel drive,Porsche 3.8L 6 cylinder 385 hp 310 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Porsche 911 Carrera 4S Coupe,Porsche,2010 Porsche 911 Coupe,2010,385,310
2358,20,108,59,All-wheel drive,Porsche 3.8L 6 cylinder 385 hp 310 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Porsche 911 Targa 4S Coupe,Porsche,2010 Porsche 911 Coupe,2010,385,310
2359,30,108,59,All-wheel drive,Porsche 3.6L 6 cylinder 345 hp 288 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Porsche 911 Targa 4 Coupe,Porsche,2010 Porsche 911 Coupe,2010,345,288
2360,161,10,214,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 GMC Yukon SLE,GMC,2010 GMC Yukon,2010,320,335
2361,161,10,214,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission,2010 GMC Yukon SLT,GMC,2010 GMC Yukon,2010,320,335
2362,163,10,214,Rear-wheel drive,GMC 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2010 GMC Yukon Denali,GMC,2010 GMC Yukon,2010,403,417
2363,161,10,214,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 GMC Yukon 4WD SLE,GMC,2010 GMC Yukon,2010,320,335
2364,161,10,214,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 GMC Yukon 4WD SLT,GMC,2010 GMC Yukon,2010,320,335
2365,163,10,214,All-wheel drive,GMC 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2010 GMC Yukon AWD Denali,GMC,2010 GMC Yukon,2010,403,417
2366,111,42,31,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,True,7,7 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Infiniti G37 Coupe,Infiniti,2010 Infiniti G37 Coupe,2010,330,270
2367,111,42,31,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,True,7,7 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Infiniti G37 Coupe Journey,Infiniti,2010 Infiniti G37 Coupe,2010,330,270
2368,124,42,31,All-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,True,7,7 Speed Automatic,18,Gasoline,25,Automatic transmission,2010 Infiniti G37x Coupe AWD,Infiniti,2010 Infiniti G37 Coupe,2010,330,270
2369,114,42,31,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,True,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2010 Infiniti G37 Coupe Sport 6MT,Infiniti,2010 Infiniti G37 Coupe,2010,330,270
2370,158,16,217,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 GMC Yukon XL 1/2 Ton SLE,GMC,2011 GMC Yukon XL,2011,320,335
2371,158,16,217,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 GMC Yukon XL 1/2 Ton SLE 4WD,GMC,2011 GMC Yukon XL,2011,320,335
2372,158,16,217,Rear-wheel drive,GMC 6.0L 8 Cylinder 352 hp 382 ft-lbs,True,6,6 Speed Automatic,10,Gasoline,16,Automatic transmission,2011 GMC Yukon XL 3/4 Ton SLE,GMC,2011 GMC Yukon XL,2011,352,382
2373,158,16,217,Four-wheel drive,GMC 6.0L 8 Cylinder 352 hp 382 ft-lbs,True,6,6 Speed Automatic,10,Gasoline,15,Automatic transmission,2011 GMC Yukon XL 3/4 Ton SLE 4WD,GMC,2011 GMC Yukon XL,2011,352,382
2374,158,16,217,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 GMC Yukon XL 1/2 Ton SLT,GMC,2011 GMC Yukon XL,2011,320,335
2375,158,16,217,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 GMC Yukon XL 1/2 Ton SLT 4WD,GMC,2011 GMC Yukon XL,2011,320,335
2376,158,16,217,Rear-wheel drive,GMC 6.0L 8 Cylinder 352 hp 382 ft-lbs,True,6,6 Speed Automatic,10,Gasoline,16,Automatic transmission,2011 GMC Yukon XL 3/4 Ton SLT,GMC,2011 GMC Yukon XL,2011,352,382
